,ev_city,ev_country,ev_state,latitude,longitude
73799,ROLLING FORK   ,USA,MS,,
73802,INDIANAPOLIS   ,USA,IN,,
73807,SOLE LAKE      ,USA,AK,,
73809,FLAGSTAFF      ,USA,AZ,,
73838,EDINBURG       ,USA,TX,,
73840,BORREGO SPRINGS,USA,CA,,
73871,NATCHEZ        ,USA,MS,,
73878,Memphis,USA,TN,,
73880,BINGHAMPTON    ,USA,NY,,
73924,BUENOS AIRES   ,AR,,,
73954,CLEWISTON      ,USA,FL,,
73976,BELUGA         ,USA,AK,,
73979,DFW AIRPORT    ,USA,TX,,
73985,Milan,IT,,,
74003,ANCHORAGE      ,USA,AK,,
74019,KANSAS CITY    ,USA,MO,,
74048,CHAPEL HILL    ,USA,NC,,
74094,TOFINO,CA,BC,,
74095,MINOCQUA       ,USA,WI,,
74100,NASSAU         ,BF,,,
74169,STAUNTON       ,USA,VA,,
74192,NAKNEK         ,USA,AK,,
74224,Teterboro,USA,NJ,,
74241,BILLINGS       ,USA,MT,,
74286,Columbia,USA,SC,,
74287,Bataan,CS,,,
74293,KAHULUI        ,USA,HI,,
74304,TUNTUTULIAK    ,USA,AK,,
74307,SOLDOTNA       ,USA,AK,,
74322,SIDNEY         ,USA,MT,,
74331,HUNTINGTON     ,USA,WV,,
74336,DALLAS         ,USA,TX,,
74338,DENVER         ,USA,CO,,
74416,Palermo,IT,,,
74425,Denpasar,ID,,,
74428,EEK            ,USA,AK,,
74436,PACIFIC OCEAN  ,,PO,,
74503,CRAIG          ,USA,AK,,
74523,FORT YUKON     ,USA,AK,,
74579,"Big Trout Lake, Ontario",CA,,,
74581,KING SALMON    ,USA,AK,,
74597,Bogota,CO,,,
74673,Belo Horizonte,BR,,,
74707,HUTCHINSON     ,USA,KS,,
74727,TOGIAK         ,USA,AK,,
74742,QUINHAGAK      ,USA,AK,,
74749,LINCOLN        ,USA,NE,,
74755,CHARLOTTE      ,USA,NC,,
74785,OPA-LOCKA      ,USA,FL,,
74791,AJO            ,USA,AZ,,
74801,PASCO          ,USA,WA,,
74802,ARCO           ,USA,ID,,
74808,Belo Horizonte,BR,,,
74840,INTRACOASTAL CI,USA,LA,,
74859,SO. PASS BLK 70,,GM,,
74886,Baltimore,USA,MD,,
74891,Heho,BM,,,
74895,Ensenada,MX,,,
74917,POINT AUFER    ,USA,LA,,
74946,Samana,DR,,,
74987,Gulf of Mexico,USA,,,
75032,AUSTIN         ,USA,TX,,
75035,SAN FRANCISCO  ,USA,CA,,
75095,ALAMOGORDO     ,USA,NM,,
75135,GAITHERSBURG   ,USA,MD,,
75137,Villarrica,CI,,,
75141,REHOBETH       ,USA,MA,,
75145,LISCOME BAY    ,USA,AK,,
75153,DOBBINS AFB    ,USA,GA,,
75202,HIBBING        ,USA,MN,,
75232,Tunis,TS,,,
75258,New York,USA,NY,,
75264,NOME           ,USA,AK,,
75335,Cumbria,UK,,,
75357,Las Vegas,USA,NV,,
75377,GABRIELS       ,USA,NY,,
75381,RANGELEY       ,USA,ME,,
75449,Mexico City,MX,,,
75453,SPOKANE        ,USA,WA,,
75494,BATAVIA        ,USA,NY,,
75503,ST. BARTHELEMY ,WN,,,
75525,CHEFORNAK      ,USA,AK,,
75543,51 NM ESE YAKUT,USA,AK,,
75586,ORLANDO        ,USA,FL,,
75590,TUNTUTULIAK    ,USA,AK,,
75639,KULA           ,USA,HI,,
75640,NOME           ,USA,AK,,
75675,JUNEAU         ,USA,AK,,
75758,HAKALAU        ,USA,HI,,
75759,COALING        ,USA,CA,,
75770,PROVIDENCE     ,USA,RI,,
75783,New York City,USA,NY,,
75785,GIRDWOOD       ,USA,AK,,
75786,WICHITA        ,USA,KS,,
75820,PHOENIX        ,USA,AZ,,
75887,CARRETO        ,PM,,,
75888,MYRTLE BEACH   ,USA,SC,,
75908,Kuwana Mie Pre.,JA,,,
75914,KIPNUK         ,USA,AK,,
75951,Muanda,CF,,,
75998,WARROAD        ,USA,MN,,
75999,NENANA         ,USA,AK,,
76020,COALVILLE      ,USA,UT,,
76037,OSHTEMO TOWNSHP,USA,MI,,
76043,FORT SMITH     ,USA,AR,,
76059,"Vientiane, Laos",LA,,,
76066,Solemont (Doubs),FR,,,
76076,Kansas City,USA,MO,,
76095,"Foasi, PNG",ID,,,
76106,Miami,USA,FL,,
76111,MOAB           ,USA,UT,,
76115,FLAGSTAFF      ,USA,AZ,,
76124,NOME           ,USA,AK,,
76129,KAHILTNA GLACIE,USA,AK,,
76138,Ada,USA,MI,,
76150,LA ROMANA      ,DR,,,
76197,COVENTRY       ,AG,,,
76227,THOMPSON PASS  ,USA,AK,,
76247,KUKUIHAELE     ,USA,HI,,
76256,BUENOS AIRES   ,AR,,,
76267,Bintutu,MY,,,
76270,Halifax,CA,,,
76285,GULF OF MEXICO ,,GM,,
76287,BARTLESVILLE   ,USA,OK,,
76309,LAS VEGAS      ,USA,NV,,
76319,ANCHORAGE      ,USA,AK,,
76338,HONOLULU       ,USA,HI,,
76341,DFW AIRPORT    ,USA,TX,,
76347,Sint Maartin -Juliana,NT,FN,,
76362,NEWARK         ,USA,NJ,,
76377,FAIRBANKS      ,USA,AK,,
76383,WATERVILLE     ,USA,ME,,
76407,EEK            ,USA,AK,,
76424,NORTH CAICOS   ,TK,,,
76425,GUATEMALA CITY,GT,,,
76475,Cochenour,CA,,,
76493,BASEPOHL       ,GE,,,
76498,OFFSHORE OIL   ,,GM,,
76501,BERNARD        ,USA,IA,,
76503,NOME           ,USA,AK,,
76505,BOLZANO,IT,,,
76509,CELLE-ARLOH,GE,,,
76540,TAMPA          ,USA,FL,,
76576,Blackbushe,UK,,,
76587,DARDANELLE     ,USA,CA,,
76593,DALHART        ,USA,TX,,
76596,HEBER CITY     ,USA,UT,,
76614,ST. IGNACE     ,USA,MI,,
76688,MIAMI          ,USA,FL,,
76701,TULSA          ,USA,OK,,
76712,MWANZA AIRPORT ,TZ,,,
76741,Barcelonette,FR,,,
76750,LOS ANGELES    ,USA,CA,,
76776,GULF OF MEXICO ,,GM,,
76795,Mareeba Aerdrome,AS,,,
76812,Banbury,UK,,,
76836,VERMILLION 255B,,GM,,
76846,Kigali,RW,,,
76850,JUNEAU         ,USA,AK,,
76878,Cozumel,MX,,,
2000,,,,25.7616798,-80.1917902
2001,,,,41.9778795,-91.6656232
2002,,,,34.1808392,-118.3089661
2003,,,,41.7641723,-87.7812524
2004,,,,38.8108408,-94.9271868
2005,,,,26.640628,-81.8723084
2006,,,,60.7922222,-161.7558333
2007,,,,26.1951343,127.6697993
2008,,,,48.14300009999999,11.4248752
2009,,,,14.5995124,120.9842195
2010,,,,32.7764749,-79.93105120000001
2011,,,,-22.7466667,-50.3880476
2012,,,,-0.1806532,-78.4678382
2013,,,,3.9005079,-76.30218889999999
2014,,,,62.0530556,-163.1658333
2015,,,,36.6002378,-121.8946761
2016,,,,41.5236437,-90.5776367
2017,,,,40.702677,-73.7889689
2018,,,,23.7369164,-99.14111539999999
2019,,,,30.3321838,-81.65565099999999
2020,,,,33.5206608,-86.80248999999999
2021,,,,39.9368363,-120.9471764
2022,,,,20.5835963,-100.3729496
2023,,,,-23.6325356,-46.7390576
2024,,,,35.1359386,-114.5285981
2025,,,,21.3069444,-157.8583333
2026,,,,49.3448892,12.0942761
2027,,,,60.0324921,-153.0880479
2028,,,,19.7519321,-70.5189177
2029,,,,30.3935337,-86.4957833
2030,,,,39.14290810000001,-94.5729781
2031,,,,-6.716057500000001,106.733719
2032,,,,59.03972219999999,-158.4575
2033,,,,41.70753939999999,-86.8950297
2034,,,,38.2526647,-85.7584557
2035,,,,43.6187102,-116.2146068
2036,,,,21.4788756,-101.21588
2037,,,,43.4065012,-124.2242803
2038,,,,5.348903,-72.40052299999999
2039,,,,19.4424663,-155.2328714
2040,,,,40.6936488,-89.5889864
2041,,,,60.70683870000001,-161.7623803
2042,,,,39.956116,32.842107
2044,,,,61.885336,29.5295572
2045,,,,21.3069444,-157.8583333
2046,,,,51.2070006,-93.2745302
2047,,,,30.1856027,-85.7255169
2048,,,,18.1262854,-65.44009849999999
2049,,,,66.89833329999999,-162.5966666
2050,,,,-35.3925291,-62.4218791
2051,,,,36.4275699,-84.9318919
2052,,,,9.0570696,7.461562700000001
2053,,,,43.2005135,-108.7745643
2055,,,,58.68832510000001,-156.661351
2056,,,,39.9356016,-91.4098726
2057,,,,29.4241219,-98.49362819999999
2058,,,,51.3563278,11.9917462
2059,,,,37.7749295,-122.4194155
2060,,,,38.6270025,-90.19940419999999
2061,,,,32.715738,-117.1610838
2063,,,,34.1748208,-86.8436124
2064,,,,41.9200472,-84.6305101
2065,,,,26.4298561,-107.2681623
2066,,,,21.3069444,-157.8583333
2067,,,,55.34222219999999,-131.6461111
2068,,,,61.2180556,-149.9002778
2069,,,,38.0608445,-97.92977429999999
2070,,,,36.0625795,-94.1574263
2071,,,,40.1523309,-75.26628900000001
2072,,,,38.1503113,-92.61796210000001
2074,,,,43.8285046,-115.8345537
2075,,,,44.7602777,-114.9586111
2076,,,,40.8106175,-77.81833379999999
2077,,,,60.4794444,-164.7238889
2078,,,,40.735657,-74.1723667
2079,,,,34.5037004,-93.0551795
2080,,,,39.7392358,-104.990251
2081,,,,38.1305349,-84.848732
2082,,,,18.4329904,-65.87836
2083,,,,22.9318467,-109.9338931
2084,,,,39.8227054,-75.11951069999999
2085,,,,47.6062095,-122.3320708
2086,,,,36.0544445,-112.1401108
2087,,,,50.6325574,5.5796662
2088,,,,35.9735954,-112.1265569
2090,,,,47.652129,3.514373
2091,,,,44.7500487,-72.6912337
2093,,,,-17.9512214,122.2443272
2094,,,,41.3775987,-71.82728709999999
2095,,,,47.46242789999999,-92.5399063
2096,,,,34.0522342,-118.2436849
2097,,,,18.5563585,-72.25996719999999
2098,,,,45.6691159,-108.7715328
2099,,,,-16.4090474,-71.53745099999999
2101,,,,18.2013463,-67.1451517
2102,,,,40.9263957,-98.3420118
2103,,,,34.7464809,-92.28959479999999
2104,,,,20.0230556,-155.6716667
2106,,,,36.1699412,-115.1398296
2107,,,,18.5820101,-68.40547289999999
2109,,,,42.3600825,-71.0588801
2110,,,,5.3599517,-4.0082563
2111,,,,53.4575955,-2.1578377
2112,,,,39.768403,-86.158068
2113,,,,25.7332982,-79.2729372
2114,,,,26.1224386,-80.13731740000001
2116,,,,33.7489954,-84.3879824
2117,,,,39.80434899999999,-120.1782603
2118,,,,33.7489954,-84.3879824
2119,,,,36.0345159,-89.38562809999999
2120,,,,39.0968493,-120.0323507
2122,,,,20.6596988,-103.3496092
2123,,,,57.1541139,-170.343107
2124,,,,40.1784886,-122.2358302
2125,,,,15.0043455,145.6356577
2127,,,,32.8998091,-97.0403352
2128,,,,34.5034394,-82.6501332
2129,,,,43.4799291,-110.7624282
2131,,,,28.5383355,-81.3792365
2132,,,,-19.2482526,-42.4527307
2133,,,,4.710988599999999,-74.072092
2134,,,,25.4267244,-100.9954254
2135,,,,46.1261806,-67.8402316
2136,,,,18.4334704,-64.63327819999999
2137,,,,18.4329904,-65.87836
2138,,,,42.8713032,-112.4455344
2139,,,,44.8759802,-93.0275802
2140,,,,29.4241219,-98.49362819999999
2142,,,,38.9558546,-77.44781929999999
2143,,,,35.0853336,-106.6055534
2144,,,,26.1224386,-80.13731740000001
2145,,,,18.5820101,-68.40547289999999
2146,,,,45.3473925,-80.03478299999999
2147,,,,34.0522342,-118.2436849
2149,,,,45.1455224,124.803503
2150,,,,40.486427,-86.13360329999999
2151,,,,49.1329272,-122.3261603
2152,,,,28.4475898,-96.4053596
2153,,,,42.2411499,-83.61299389999999
2154,,,,41.1402759,-100.7601454
2155,,,,42.2156131,-79.8342163
2156,,,,30.63896939999999,104.054742
2157,,,,70.1266685,-143.663435
2158,,,,34.0028786,-84.1446376
2159,,,,66.2556759,-128.634021
2160,,,,56.92164889999999,-135.3593465
2161,,,,39.768403,-86.158068
2163,,,,-0.92,-91.408
2164,,,,45.5526306,-113.924619
2165,,,,42.3600825,-71.0588801
2166,,,,35.4675602,-97.5164276
2167,,,,59.9132729,-132.3492168
2168,,,,39.3239508,-83.814926
2169,,,,41.9027835,12.4963655
2170,,,,39.957697,-77.0338082
2171,,,,41.6204269,-5.0870986
2172,,,,39.2903848,-76.6121893
2173,,,,29.6516344,-82.32482619999999
2174,,,,37.983917,23.7293599
2177,,,,59.7547222,-154.9061111
2178,,,,61.78305559999999,-156.5880556
2179,,,,44.5046445,-114.2317308
2180,,,,20.757508,-155.988407
2181,,,,56.9491667,-158.6269444
2183,,,,52.48624299999999,-1.890401
2184,,,,30.4382559,-84.28073289999999
2185,,,,4.710988599999999,-74.072092
2186,,,,60.55444439999999,-151.2583333
2187,,,,52.3702157,4.895167900000001
2188,,,,-33.9720475,151.1443249
2189,,,,36.3320196,-94.1185366
2190,,,,43.6187102,-116.2146068
2192,,,,64.8377778,-147.7163889
2193,,,,10.3082904,123.9014912
2194,,,,-19.8241066,34.8465799
2195,,,,61.2180556,-149.9002778
2196,,,,35.5950581,-82.5514869
2197,,,,61.5277778,-165.5863889
2198,,,,44.329496,-74.1312662
2199,,,,25.7616798,-80.1917902
2200,,,,18.4421208,-66.02628849999999
2201,,,,-12.0336649,-76.9421563
2203,,,,46.8083268,-100.7837392
2204,,,,60.9122222,-161.2138889
2205,,,,-16.9760003,11.6840589
2206,,,,41.18454149999999,-73.1331651
2207,,,,3.139003,101.686855
2208,,,,61.2180556,-149.9002778
2209,,,,38.0666735,-103.222708
2210,,,,40.4167022,-86.87528689999999
2211,,,,60.8969444,-162.4594444
2212,,,,46.0645809,-118.3430209
2213,,,,30.3321838,-81.65565099999999
2214,,,,32.7766642,-96.79698789999999
2215,,,,41.9778795,-91.6656232
2216,,,,50.8885675,14.2024274
2217,,,,18.1262854,-65.44009849999999
2218,,,,44.8982407,-115.3392759
2219,,,,-40.20530530000001,176.1003158
2220,,,,26.7153424,-80.0533746
2221,,,,39.3642834,-74.4229266
2222,,,,-11.7283752,-49.0686083
2223,,,,42.331427,-83.0457538
2224,,,,35.0853336,-106.6055534
2225,,,,34.9889692,-84.3707561
2226,,,,36.1626638,-86.7816016
2227,,,,51.5156642,7.0985447
2228,,,,60.4794444,-164.7238889
2229,,,,31.8087678,-85.969951
2230,,,,42.5521842,-106.7164296
2231,,,,63.03416670000001,-163.5533333
2232,,,,41.49932,-81.6943605
2234,,,,30.3321838,-81.65565099999999
2235,,,,13.1132219,-59.59880889999999
2236,,,,33.3703197,-112.5837766
2237,,,,52.2296756,21.0122287
2238,,,,35.7344538,-81.3444573
2239,,,,46.135077,-71.589165
2240,,,,40.15426950000001,-3.9501508
2241,,,,47.42715459999999,-92.9376887
2242,,,,36.5331586,-82.32680599999999
2243,,,,20.011742,-75.12162
2244,,,,41.6362152,-70.93420499999999
2245,,,,26.1420358,-81.7948103
2246,,,,39.0997265,-94.5785667
2248,,,,61.2180556,-149.9002778
2249,,,,40.7127837,-74.0059413
2250,,,,32.7766642,-96.79698789999999
2251,,,,58.3019444,-134.4197222
2253,,,,40.735657,-74.1723667
2254,,,,18.3257869,-65.6523838
2255,,,,35.2270869,-80.8431267
2256,,,,51.67479489999999,-2.0191706
2257,,,,40.702677,-73.7889689
2258,,,,37.3058839,-89.51814759999999
2259,,,,40.3614987,-73.9740262
2260,,,,62.0530556,-163.1658333
2261,,,,30.4599099,78.06639779999999
2262,,,,39.3331197,-82.9824019
2263,,,,42.00054069999999,-101.7618438
2264,,,,35.6468991,-117.8125674
2265,,,,60.34305560000001,-162.6630556
2266,,,,38.9071923,-77.0368707
2268,,,,35.0059914,-77.2210654
2269,,,,61.4086111,-152.4130556
2270,,,,46.87871759999999,-113.996586
2271,,,,29.9035387,-90.0772944
2272,,,,38.9071923,-77.0368707
2273,,,,38.2673516,-78.8258584
2274,,,,63.2432771,29.2545883
2276,,,,20.8165975,-156.9273193
2277,,,,51.6157885,5.5392399
2278,,,,27.8945677,-110.912883
2280,,,,56.4708333,-132.3766666
2282,,,,51.75631079999999,14.3328679
2283,,,,39.9543627,-74.378734
2284,,,,41.49932,-81.6943605
2285,,,,62.77563749999999,-164.5544697
2286,,,,26.1224386,-80.13731740000001
2287,,,,47.6587802,-117.4260466
2288,,,,42.60111939999999,-89.6384532
2289,,,,20.3411024,-103.9970779
2290,,,,25.7616798,-80.1917902
2291,,,,32.1954569,104.8348851
2292,,,,14.7666085,-91.17850159999999
2293,,,,46.5883707,-112.0245054
2294,,,,41.1543623,-95.9145568
2295,,,,-23.5505199,-46.63330939999999
2296,,,,34.2284312,-92.00319549999999
2298,,,,34.8878719,-91.19456880000001
2299,,,,56.4708333,-132.3766666
2300,,,,61.5277778,-165.5863889
2301,,,,70.2175,-150.9763889
2302,,,,40.19475389999999,-92.5832496
2303,,,,33.7489954,-84.3879824
2304,,,,38.0912419,-76.7180157
2305,,,,39.0997265,-94.5785667
2306,,,,37.7749295,-122.4194155
2307,,,,41.792447,-110.5376692
2308,,,,59.06194439999999,-160.3763889
2309,,,,-1.733333,-77.483333
2310,,,,38.0608445,-97.92977429999999
2312,,,,61.9396552,-150.9373497
2313,,,,31.3224044,-92.4343035
2314,,,,44.7748748,-117.8343848
2315,,,,36.1699412,-115.1398296
2316,,,,27.9714802,-107.6000639
2317,,,,-33.8334631,117.1590437
2319,,,,44.80824579999999,-114.8092577
2321,,,,64.6813889,-163.4055556
2322,,,,38.2526647,-85.7584557
2323,,,,48.3857979,-114.060953
2324,,,,39.7402801,-94.241057
2325,,,,6.8921132,158.2146857
2326,,,,61.5828109,-159.540714
2327,,,,55.5374138,-132.3975144
2328,,,,44.7298876,-116.4381985
2329,,,,44.51915899999999,-88.019826
2334,,,,40.44062479999999,-79.9958864
2335,,,,41.8781136,-87.6297982
2336,,,,47.6587802,-117.4260466
2337,,,,40.8324211,-115.7631232
2340,,,,34.1808392,-118.3089661
2341,,,,19.9372484,-155.7910681
2342,,,,50.8503396,4.3517103
2343,,,,39.9611755,-82.99879419999999
2344,,,,40.9750568,-81.40816730000002
2345,,,,61.2180556,-149.9002778
2346,,,,33.4483771,-112.0740373
2347,,,,33.9319578,-117.9461734
2348,,,,40.702677,-73.7889689
2349,,,,3.0327152,101.618802
2351,,,,15.8411111,32.9522222
2352,,,,20.757508,-155.988407
2353,,,,28.5383355,-81.3792365
2354,,,,49.45203,11.07675
2355,,,,71.29055559999999,-156.7886111
2356,,,,18.4421208,-66.02628849999999
2357,,,,44.0005049,-77.25058849999999
2359,,,,42.2411499,-83.61299389999999
2360,,,,39.1031182,-84.5120196
2361,,,,41.58746439999999,-109.2029043
2362,,,,44.7930232,-89.70317840000001
2363,,,,30.3865299,31.4436753
2364,,,,70.20019959999999,-148.4597191
2365,,,,61.5828109,-159.540714
2367,,,,40.8517746,14.2681244
2368,,,,25.7616798,-80.1917902
2369,,,,13.444304,144.793731
2370,,,,59.3513889,-151.8297222
2372,,,,38.7612923,-120.5865935
2373,,,,39.0836712,-84.5085536
2375,,,,46.5883707,-112.0245054
2376,,,,70.20019959999999,-148.4597191
2377,,,,22.2033221,-159.4977455
2378,,,,39.70609839999999,-105.6975041
2379,,,,61.5828109,-159.540714
2380,,,,51.5073509,-0.1277583
2381,,,,47.6587802,-117.4260466
2382,,,,39.3061082,-102.2693563
2383,,,,49.8879519,-119.4960106
2384,,,,34.0522342,-118.2436849
2385,,,,41.8781136,-87.6297982
2387,,,,58.4133333,-135.7369444
2388,,,,35.4675602,-97.5164276
2389,,,,36.9336211,-106.9989265
2391,,,,42.12922409999999,-80.085059
2392,,,,38.6270025,-90.19940419999999
2393,,,,53.7266683,-127.6476206
2394,,,,66.89833329999999,-162.5966666
2395,,,,60.16985569999999,24.938379
2396,,,,3.9005079,-76.30218889999999
2398,,,,33.7489954,-84.3879824
2399,,,,42.0096857,-4.5288016
2400,,,,60.2640768,-147.4246628
2401,,,,-4.0434771,39.6682065
2402,,,,57.79000000000001,-152.4072222
2404,,,,43.5862606,-119.0541032
2405,,,,38.1113006,15.6472914
2406,,,,49.8352352,-124.5247062
2407,,,,35.6840131,-82.00927449999999
2408,,,,60.7922222,-161.7558333
2409,,,,56.9491667,-158.6269444
2410,,,,33.7489954,-84.3879824
2411,,,,47.6062095,-122.3320708
2412,,,,40.735657,-74.1723667
2413,,,,68.3477778,-166.8080556
2414,,,,36.1699412,-115.1398296
2415,,,,55.5522222,-133.0958333
2416,,,,14.8035141,-91.3638041
2417,,,,46.8083268,-100.7837392
2418,,,,37.7749295,-122.4194155
2420,,,,56.8125,-132.9555556
2421,,,,-34.6036844,-58.3815591
2425,,,,58.72833329999999,-157.0138889
2426,,,,37.4694491,-105.8700214
2427,,,,40.7674987,-73.833079
2429,,,,4.0510564,9.7678687
2430,,,,35.1495343,-90.0489801
2431,,,,40.735657,-74.1723667
2432,,,,49.2827291,-123.1207375
2434,,,,47.0411232,9.0679
2435,,,,21.9811111,-159.3711111
2436,,,,26.3107774,-80.25322489999999
2437,,,,39.9611755,-82.99879419999999
2438,,,,41.3775987,-71.82728709999999
2439,,,,43.0389025,-87.9064736
2440,,,,41.8781136,-87.6297982
2442,,,,35.1495343,-90.0489801
2443,,,,58.68832510000001,-156.661351
2444,,,,-26.8947924,-48.6550692
2445,,,,38.9071923,-77.0368707
2446,,,,41.1865478,-73.19517669999999
2447,,,,60.4794444,-164.7238889
2448,,,,-22.9813082,-46.550219
2449,,,,38.8942786,-77.43109919999999
2450,,,,44.3876119,-68.2039123
2451,,,,53.1288551,6.5875667
2452,,,,41.8239891,-71.4128343
2453,,,,37.7965971,-118.0092709
2454,,,,29.8549287,-89.99062529999999
2456,,,,63.01333330000001,-154.375
2457,,,,46.5883707,-112.0245054
2458,,,,29.3872438,-98.6009502
2459,,,,61.2180556,-149.9002778
2460,,,,62.90361109999999,-160.0647222
2461,,,,42.9956397,-71.4547891
2462,,,,62.9532043,-155.5959922
2463,,,,66.89833329999999,-162.5966666
2464,,,,61.2180556,-149.9002778
2465,,,,38.2557045,-119.2313932
2466,,,,52.3238259,-0.4511000000000001
2467,,,,60.8969444,-162.4594444
2468,,,,28.3922182,-80.60771319999999
2469,,,,31.1499528,-81.49148939999999
2470,,,,51.8109786,4.6359965
2471,,,,30.4382559,-84.28073289999999
2472,,,,20.5580469,-156.6057378
2473,,,,21.3069444,-157.8583333
2474,,,,41.6347726,-84.9994088
2475,,,,40.702677,-73.7889689
2476,,,,41.9242917,-72.6454469
2477,,,,70.63694439999999,-160.0383333
2478,,,,42.2222614,-83.39659940000001
2479,,,,36.522869,-5.8652962
2480,,,,21.3722688,-157.7235369
2481,,,,32.8998091,-97.0403352
2482,,,,26.7153424,-80.0533746
2484,,,,40.7674987,-73.833079
2485,,,,48.549999,-109.6840887
2486,,,,33.9519347,-83.357567
2487,,,,60.20249999999999,-154.3127778
2488,,,,63.77972219999999,-171.7411111
2490,,,,39.9525839,-75.1652215
2491,,,,49.1044302,-122.801094
2492,,,,33.3428193,-118.3282279
2493,,,,61.2180556,-149.9002778
2494,,,,45.7832856,-108.5006904
2495,,,,10.4320215,-61.4493842
2496,,,,-23.5505199,-46.63330939999999
2497,,,,59.7286111,-157.2844444
2498,,,,30.42130899999999,-87.2169149
2499,,,,40.5434007,-79.16225659999999
2500,,,,39.4020596,-75.0393438
2501,,,,41.1399814,-104.8202462
2502,,,,40.6084305,-75.4901833
2503,,,,51.5535446,0.5595831
2504,,,,40.5795317,-74.1502007
2506,,,,39.7059351,-74.9908093
2507,,,,10.451378,-66.8258738
2508,,,,44.8994088,-97.1150732
2511,,,,39.7392358,-104.990251
2512,,,,42.732535,-84.5555347
2513,,,,41.8781136,-87.6297982
2514,,,,13.7563309,100.5017651
2515,,,,0.0511839,32.463708
2516,,,,43.212161,2.353663
2517,,,,35.7795897,-78.6381787
2518,,,,45.226174,-0.098299
2519,,,,48.0905736,-105.6405566
2520,,,,27.8599665,114.3912407
2521,,,,19.0759837,72.8776559
2523,,,,35.9250637,-86.8688899
2524,,,,63.59426199999999,-135.896492
2525,,,,11.0041072,-74.80698129999999
2526,,,,59.03972219999999,-158.4575
2527,,,,60.9202778,-149.6402778
2528,,,,27.8005828,-97.39638099999999
2529,,,,14.5995124,120.9842195
2530,,,,-9.2863581,-76.0050985
2531,,,,39.9611755,-82.99879419999999
2532,,,,14.6349149,-90.5068824
2533,,,,40.735657,-74.1723667
2534,,,,34.9854275,-80.5495112
2535,,,,-22.3836705,-41.7827461
2536,,,,59.47084159999999,-151.5761952
2537,,,,50.26489189999999,19.0237815
2538,,,,37.3722616,115.4024081
2539,,,,-31.2739131,149.2774205
2540,,,,59.03972219999999,-158.4575
2541,,,,18.4860575,-69.93121169999999
2542,,,,36.0544445,-112.1401108
2543,,,,50.73743,7.0982068
2544,,,,64.0377778,-145.7322222
2545,,,,22.84,120.2097222
2546,,,,28.5383355,-81.3792365
2547,,,,49.2190648,-122.6895165
2548,,,,36.1626638,-86.7816016
2549,,,,35.1495343,-90.0489801
2551,,,,10.254457,-67.9641
2552,,,,51.5073509,-0.1277583
2554,,,,10.5890015,-66.7367345
2555,,,,42.331427,-83.0457538
2556,,,,39.9611755,-82.99879419999999
2557,,,,14.0784991,121.3381785
2558,,,,60.55444439999999,-151.2583333
2559,,,,29.8549287,-89.99062529999999
2560,,,,32.7766642,-96.79698789999999
2561,,,,42.03272339999999,-97.41375529999999
2562,,,,51.5073509,-0.1277583
2563,,,,44.7298876,-116.4381985
2564,,,,29.95106579999999,-90.0715323
2565,,,,41.8389213,-89.47954779999999
2566,,,,55.34222219999999,-131.6461111
2567,,,,36.270545,-105.7850166
2568,,,,64.61749999999999,-162.2605556
2569,,,,26.640628,-81.8723084
2570,,,,32.9756415,-96.8899636
2571,,,,42.19439089999999,-71.19896949999999
2572,,,,40.8076529,-91.1128901
2573,,,,41.3775987,-71.82728709999999
2574,,,,18.4655394,-66.1057355
2575,,,,37.68717609999999,-97.33005299999999
2576,,,,33.7293882,73.0931461
2577,,,,38.7722996,-123.5340084
2578,,,,51.467825,-90.19378200000001
2579,,,,33.4483771,-112.0740373
2580,,,,39.6966541,-105.6880594
2581,,,,36.0544445,-112.1401108
2582,,,,48.0223129,-123.0060075
2583,,,,17.6416693,-101.5516955
2584,,,,45.5230622,-122.6764816
2585,,,,40.2054245,-123.4919716
2586,,,,55.4305556,-131.2875
2587,,,,41.0531109,-82.7262906
2588,,,,43.6187102,-116.2146068
2589,,,,14.1837566,-91.30355139999999
2590,,,,59.7488889,-161.9158333
2592,,,,44.1159734,8.235127499999999
2593,,,,66.0755556,-162.7172222
2594,,,,15.177801,145.750967
2596,,,,34.4208305,-119.6981901
2597,,,,23.5333333,-75.83333329999999
2598,,,,28.5383355,-81.3792365
2599,,,,-38.9516784,-68.0591888
2600,,,,39.3642834,-74.4229266
2601,,,,64.78805559999999,-141.2
2602,,,,43.0389025,-87.9064736
2603,,,,43.4799291,-110.7624282
2606,,,,1.0456264,104.0304535
2607,,,,61.2180556,-149.9002778
2608,,,,42.2222614,-83.39659940000001
2609,,,,61.2180556,-149.9002778
2611,,,,28.691133,-95.96827139999999
2613,,,,38.71887160000001,-77.15426839999999
2614,,,,54.0192077,-0.5855708
2615,,,,-0.1806532,-78.4678382
2616,,,,18.3419004,-64.9307007
2617,,,,49.31292699999999,-94.8575383
2618,,,,59.54694439999999,-139.7272222
2619,,,,39.0997265,-94.5785667
2620,,,,35.0526641,-78.87835849999999
2621,,,,-26.5419635,27.8204868
2622,,,,43.8402635,11.0448105
2623,,,,55.2712806,-162.8536387
2624,,,,33.2559781,130.2622999
2625,,,,55.6760968,12.5683371
2626,,,,39.2773263,-79.2408725
2627,,,,22.7708555,-102.5832426
2628,,,,29.8549287,-89.99062529999999
2629,,,,51.711206,-98.61763599999999
2630,,,,62.6822222,-159.5619443
